,Primary_Key,DC_Real_Property_ID,Property_Name,Reporting_Year,Report_Status,Address_of_Record,Owner_of_Record,Ward,City,State,Postal_Code,Year_Built,Primary_Property_Type_Self_Selected,Primary_Property_Type_EPA_Calculated,Tax_Record_Floor_Area,Recorded_Building_Gross_Floor_Area,Energy_Star_Score,Site_EUI_KBTU_Ft,Weather_Normalized_Site_EUI_KBTU_Ft,Source_EUI_KBTU_Ft,Weather_Normalized_Source_EUI_KBTU_Ft,Total_GHG_Emissions_Metric_Tons_CO2e,Total_GHG_Emissions_Intensity_Kg_CO2e_Ft,Water_Use_All_Water_Sources_Kgal,Electricity_Use_Grid_Kwh,Natural_Gas_Use_Therms,Latitude,Longitude
2363,PM3283449,0346_0805,"Jemal's Cayre Woodies, LLC",2015,In Compliance,1025 F ST NW,JEMALS CAYRE WOODIES LLC,2.0,Washington,DC,20004.0,1902,Office,Office,475872.0,517754.0,82,61.3,61.3,192.5,192.5,4248.7,8.2,5889979.0,9302138.0,,38.89818886,-77.02649509
2366,PM1253867,0386_0001,901 D,2015,In Compliance,0901 D ST SW,CIM URBAN REIT PROPERTIES V LLC,6.0,Washington,DC,20260.0,1987,Office,Office,535757.0,422227.0,84,65.8,64.1,192.8,186.7,3493.3,8.3,7502.0,7319812.9,28238.701210000003,38.88506002,-77.02474986
2367,PM1420135,0538_0874,GSA: 300 E Street SW,2015,In Compliance,0300 E ST SW,WELLS REIT/INDEPENDENCE SQUARE LLC,6.0,Washington,DC,20546.0,1991,Office,Office,899096.0,659773.0,89,63.5,62.7,193.1,191.2,5448.5,8.3,9132.2,11702694.3,19453.49927,38.88293684,-77.01635376
2368,PM1396921,0224_0824,Hamilton Square,2015,In Compliance,1401 F ST NW,FSP HAMILTON SQUARE LLC,2.0,Washington,DC,20005.0,1999,Office,Office,269472.0,343755.0,76,61.6,61.6,193.3,193.3,2833.4,8.2,10843.5,6203413.3,,38.89769429,-77.03227603
2369,PM3281658,0186_0041,US Chamber of Commerce,2015,In Compliance,1615 H ST NW,CHAMBER OF COMMERCE OF THE USA,2.0,Washington,DC,20062.0,1924,Office,Office,200891.0,185000.0,79,61.6,61.9,193.3,194.2,1524.4,8.2,2814.0,3337597.2,,38.90058315,-77.03752721
2371,PM17736,0250_0051,Franklin Square,2015,In Compliance,1300 I ST NW,TIAA FRANKLIN SQUARE LLC,2.0,Washington,DC,20005.0,1989,Office,Office,606768.0,517464.0,79,64.3,64.3,193.4,193.4,4283.1,8.3,6975.7,9135672.9,20783.183409999998,38.90100088,-77.03034999
2372,PM1238339,0215_0013,1101 Vermont,2015,In Compliance,1101 VERMONT AVE NW,1101 VERMONT AVE INVESTORS LLC,2.0,Washington,DC,20005.0,1981,Office,Office,208294.0,186367.0,76,70.2,70.2,193.6,192.6,1557.9,8.4,2644.7,3131765.6,23999.70196,38.90402712,-77.0324463
2373,PM1380124,0316_0035,1101 K Street,2015,In Compliance,1101 K ST NW,RG-1101 K LLC,2.0,Washington,DC,20005.0,2007,Office,Office,453141.0,313852.0,83,61.7,61.7,193.6,193.6,2590.4,8.3,6532.8,5671409.8,,38.90286804,-77.02741697
2374,PM1427938,0214_0859,Thomas Circle CF LLC,2015,In Compliance,0001 THOMAS CIR NW,THOMAS CIRCLE C F LLC,2.0,Washington,DC,20005.0,1981,Office,Office,339406.0,238444.0,81,61.6,62.1,193.6,195.0,1967.7,8.3,4039.1,4307948.2,,38.90537932,-77.03260141
2375,PM1423516,2535_0831,1825 Connecticut Avenue,2015,In Compliance,1825 CONNECTICUT AV NW,UNIVERSAL BUILDING INC,1.0,Washington,DC,20009.0,1959,Office,Office,421810.0,319977.0,74,88.9,89.6,193.7,192.7,2751.2,8.6,7208.1,4500903.1,130926.9796,38.91549443,-77.04572322
2376,PM1066315,0086_0845,900 19th St,2015,In Compliance,0900 19TH ST NW,PRESIDENTIAL PLAZA LP,2.0,Washington,DC,20006.0,1986,Office,Office,159565.0,102480.0,77,61.7,61.7,193.9,193.9,847.1,8.3,2706.6,1854668.2,,38.90164771,-77.0438698
2377,PM1347061,0387_0868,950 L'Enfant,2015,In Compliance,0450 10TH ST SW,LENFANT COLONY LLC,6.0,Washington,DC,20024.0,1967,Office,Office,276288.0,314276.0,78,75.2,75.3,194.1,193.0,2652.8,8.4,5663.2,5074044.1,63113.198370000006,38.883385499999996,-77.02428922
2379,PM3262071,0859_0837,609 H STREET,2015,In Compliance,601 H ST NE,609 H ST NE BLDG PJV LLC,6.0,Washington,DC,20002.0,1987,Office,Office,110281.0,77158.0,75,62.1,62.1,195.1,195.1,641.8,8.3,1226.0,1405069.3,,38.90002407,-76.99782309999999
2381,PM1257638,0217_0050,1425K,2015,In Compliance,1425 K ST NW,BGW LP,2.0,Washington,DC,20005.0,1969,Office,Office,231489.0,239478.0,81,62.3,62.5,195.5,196.2,1995.7,8.3,3774.8,4369247.5,,38.90291748,-77.03307377
2382,PM4576132,0715_2974,111 K Street,2015,In Compliance,111 K STREET NE,111 K STREET CONDO,6.0,Washington,DC,20002.0,2011,Office,Office,78549.0,84540.0,53,62.3,62.3,195.6,195.6,704.9,8.3,2076.4,1543317.4,,38.90224351,-77.0056017
2384,PM1556355,0169_0070,1776 G Street,2015,In Compliance,1776 G ST NW,WASHINGTON REAL ESTATE INVESTMENT TRUST,2.0,Washington,DC,20006.0,1978,Office,Office,361940.0,273360.0,83,62.4,62.4,196.0,196.0,2284.3,8.4,5111.0,5001186.7,,38.89810624,-77.04117807
2386,PM2704668,0377_0040,The Pew Charitable Trusts,2015,In Compliance,0901 E ST NW,THE PEW CHARITABLE TRUSTS CO INC,2.0,Washington,DC,20004.0,1989,Office,Office,345480.0,262019.0,80,62.6,62.2,196.5,195.2,2195.0,8.4,7120.6,4805804.3,,38.89674159,-77.02417364
2388,PM3267017,0159_0084,1211 Connecticut,2015,In Compliance,1211 CONNECTICUT AV NW,FP 1211 CONNECTICUT AVENUE LLC,2.0,Washington,DC,20036.0,1968,Office,Office,183950.0,159083.0,69,89.1,89.0,196.9,194.7,1504.5,9.5,7097.7,2335708.1,10626.03767,38.90634525,-77.04092128
2389,PM1657117,0166_0038,1775 Penn Ave,2015,In Compliance,1775 PENNSYLVANIA AVE NW,RS WASHINGTON CORPORATION,2.0,Washington,DC,20006.0,1975,Office,Office,309460.0,151999.0,68,62.8,63.3,197.3,198.7,1278.7,8.4,1650.0,2799604.1,,38.899877399999994,-77.04136526
2392,PM1327025,0024_0112,WWF  Square 0024 Lots 112 and 880,2015,In Compliance,1250 24TH ST NW,WORLD WILDLIFE FUND INC,2.0,Washington,DC,20037.0,1986,Office,Office,311428.0,254156.0,83,63.5,63.2,199.4,198.4,2160.9,8.5,3677.6,4730939.3,,38.90650228,-77.05185679
2393,PM1779473,0404_0816,United States Mint Building,2015,In Compliance,0801 9TH ST NW,N S P VENTURES CORPORATION,2.0,Washington,DC,20001.0,1999,Office,Office,248052.0,238127.0,82,63.5,63.1,199.4,198.2,2024.1,8.5,5618.4,4431554.4,,38.90038608,-77.02361942
2394,PM1384590,0345_0041,Washington Center,2015,In Compliance,1001 G ST NW,WASHINGTON CENTER TRUSTEE LLC,2.0,Washington,DC,20001.0,1989,Office,Office,562746.0,366607.0,84,63.6,63.6,199.7,199.7,3120.4,8.5,63.3,6831831.2,,38.89871901,-77.02648772
2395,PM1495933,0376_0823,"901 F Street, NW",2015,In Compliance,0901 F ST NW,NYAP-901 F STREET LLC,2.0,Washington,DC,20004.0,2001,Office,Office,172152.0,117495.0,67,63.6,62.9,199.8,197.5,1000.7,8.5,3737.6,2190824.6,,38.89756764,-77.02431223
2396,PM1034459,0216_0034,1090 Vermont Avenue NW,2015,In Compliance,1090 VERMONT AVE NW,1090 VERMONT AVENUE NW ASSOCIATES LP,2.0,Washington,DC,20005.0,1980,Office,Office,229257.0,163045.0,85,63.7,63.7,199.9,199.9,1389.5,8.5,2946.4,3042194.9,,38.90342745,-77.03365240000001
2397,PM25204,0116_0073,1919 M Street,2015,In Compliance,1919 M ST NW,1919 M STREET ASSOCIATES LP,2.0,Washington,DC,20036.0,1967,Office,Office,297005.0,269071.0,76,63.7,63.7,200.1,200.1,2295.9,8.5,5040.9,5026631.7,,38.90641907,-77.04457082
2398,PM3630815,PAR01730118,3600 NY Properties LLC,2015,In Compliance,3600 NEW YORK AVE NE,3600 NY PROPERTIES LLC,5.0,Washington,DC,20002.0,1965,Office,Office,128160.0,123000.0,61,84.1,85.7,200.1,200.0,1080.7,8.8,609.7,1927573.5,37709.13948,38.91693735,-76.95506335
2399,PM4018293,0217_0805,1029 Vermont Ave,2015,In Compliance,1029 VERMONT AV NW,VERMONT ASSOCIATES,2.0,Washington,DC,20005.0,1921,Office,Office,51024.0,51024.0,49,63.8,63.8,200.2,200.2,435.5,8.5,2165.8,953529.9,,38.90355506,-77.03284659
2400,PM3353578,0116_0075,"1920 N St, NW",2015,In Compliance,1920 N ST NW,JBG 1920 N LLC,2.0,Washington,DC,20036.0,1980,Office,Office,125000.0,132946.0,67,63.8,64.4,200.3,202.2,1135.2,8.5,2229.0,2485317.8,,38.90703521,-77.04418856
2403,PM3964249,0164_0001,1701 K Street,2015,In Compliance,1701 K ST NW,1701 K LLC,2.0,Washington,DC,20036.0,1954,Office,Office,70785.0,64425.0,69,83.1,83.2,200.5,198.4,566.2,8.8,1928.3,1023480.5,18594.68659,38.90297572,-77.03878604
2404,PM2590105,0542_0827,1101 4th Street SW at Waterfront Station II,2015,In Compliance,1101 4TH ST SW,USGBF WATERFRONT STATION LLC,6.0,Washington,DC,20024.0,2009,Office,Office,283470.0,296748.0,86,63.9,63.9,200.8,200.8,2540.1,8.6,6368.6,5561144.6,,38.87761027,-77.01815222
2405,PM2590124,0085_0844,1999 K Street NW,2015,In Compliance,1999 K ST NW,DEKA USA K STREET LP,2.0,Washington,DC,20036.0,2009,Office,Office,250345.0,282244.0,75,64.2,63.3,201.7,198.9,2427.3,8.6,7551.0,5314231.2,,38.90305172,-77.04458463
2406,PM3989425,0404_0817,American Public Health Association,2015,In Compliance,0800 I ST NW,AMERICAN PUBLIC HEALTH ASSOC,2.0,Washington,DC,20001.0,1999,Office,Office,61006.0,62466.0,58,64.2,64.2,201.7,201.7,537.1,8.6,297.8,1175975.6,,38.90067469,-77.02324969
2407,PM3994435,2051_0006,4201 Connecticut Ave NW,2015,In Compliance,4201 CONNECTICUT AVE NW,BRICKMAN 4201 CONNECTICUT AVENUE LLC,3.0,Washington,DC,20008.0,1964,Office,Office,109032.0,68640.0,59,64.6,64.6,202.8,202.8,593.3,8.6,634.2,1298975.8,,38.94347706,-77.06263696
2409,PM1188996,0285_0047,1225 Eye Street,2015,In Compliance,1225 I ST NW,1225 EYE STREET NW ASSOCIATES LLC,2.0,Washington,DC,20005.0,1985,Office,Office,310153.0,248131.0,72,64.7,64.7,203.2,203.2,2149.7,8.7,3714.8,4706469.4,,38.90165744,-77.02916215
2411,PM2701797,0317_0841,1101 New York Ave,2015,In Compliance,1101 NEW YORK AV,1101 NEW YORK HOLDINGS LLC,2.0,Washington,DC,20005.0,2007,Office,Office,512092.0,392374.0,74,65.3,65.7,204.0,205.3,3414.3,8.7,7200.6,7453912.4,1825.8780010000003,38.90168468,-77.02753907
2413,PM3496813,0161_0030,Eleven Hundred Connecticut Avenue,2015,In Compliance,1100 - 1106 CONNECTICUT AV NW,ELEVEN HUNDRED CONN AVE ASSOCIATES LLC,2.0,Washington,DC,20036.0,1968,Office,Office,232614.0,182213.0,68,80.2,80.4,204.4,202.9,1622.6,8.9,4398.6,3070535.5,41446.48483,38.90408014,-77.04064022
2415,PM3283514,0563_0016,"Jemal's Darth Vader, LLC",2015,In Compliance,111 MASSACHUSETTS AVE NW,JEMALS DARTH VADER LLC,6.0,Washington,DC,20001.0,1983,Office,Office,382448.0,310129.0,69,65.2,65.2,204.8,204.8,2708.0,8.7,3723.8,5928872.2,,38.89967769,-77.01317606
2417,PM1267785,0166_0862,750 17th St.,2015,In Compliance,750 17TH ST NW,MANUFACTURERS LIFE INSURANCE COMPANY,2.0,Washington,DC,20006.0,1989,Office,Office,187368.0,136452.0,73,65.3,65.3,204.9,204.9,1192.2,8.7,2436.7,2610221.2,,38.89978091,-77.03982701
2418,PM1273006,0252_0079,1325 G Street,2015,In Compliance,1325 G ST NW,GSTDC 72 OWNER LLC,2.0,Washington,DC,20005.0,1969,Office,Office,448066.0,333484.0,69,81.1,82.9,205.2,207.1,2982.7,8.9,4490.7,5612215.6,78941.78935,38.89872502,-77.03099182
2420,PM3504183,0037_0853,2300-2330 M ST,2015,In Compliance,2300 - 2330 M ST NW,MEDICAL FACULTY ASSOCIATES INC,2.0,Washington,DC,20037.0,1983,Office,Office,120872.0,161222.0,67,65.4,65.4,205.3,205.3,1410.8,8.8,2038.6,3088698.7,,38.90501242,-77.05055386
2421,PM1192428,0457_0038,The Patrick Henry Building,2015,In Compliance,601 D ST NW,LHL REALTY COMPANY DC LLC,2.0,Washington,DC,20579.0,1974,Office,Office,603712.0,541518.0,79,66.4,66.4,206.2,206.3,4766.9,8.8,8745.5,10366877.7,5718.59971,38.89507443,-77.02054111
2422,PM2609487,0675_0846,FERC,2015,In Compliance,0888 1ST ST NE,ROSCHE/888 FIRST STREET NE LLC,6.0,Washington,DC,20002.0,1995,Office,Office,500000.0,558620.0,83,72.8,72.2,206.4,206.8,4967.4,8.9,9227.9,10182976.2,58444.40587,38.901537,-77.00711982
2423,PM1479517,0537_0810,Capitol View,2015,In Compliance,425 3RD ST SW,SQUARE 537 ASSOCIATES LLC,6.0,Washington,DC,20024.0,2007,Office,Office,317623.0,252361.0,82,68.9,69.2,206.7,207.4,2233.6,8.9,5470.1,4752857.3,11813.6971,38.88360133,-77.01548904
2424,PM1397164,0218_0077,Franklin Tower,2015,In Compliance,1401 I ST NW,1401 EYE HOLDINGS LLC,2.0,Washington,DC,20005.0,1968,Office,Office,315944.0,237258.0,73,65.9,65.9,206.8,206.8,2091.6,8.8,3675.7,4579301.5,,38.90167406,-77.03242402
2425,PM3981395,1467_0882,"4910 Mass. Ave., NW",2015,In Compliance,4910 MASSACHUSETTS AVE NW,WC AND AN MILLER DEVELOPMENT COMPANY,3.0,Washington,DC,20016.0,1986,Office,Office,84263.0,84264.0,56,75.3,74.5,206.9,203.2,753.2,8.9,2525.1,1510300.2,11937.61554,38.94608065,-77.09779633
2426,PM3019499,0140_0094,1150 18th Street,2015,In Compliance,1150 18TH ST NW,DMARC 2007 CD5 1150 OFFICE LLC,2.0,Washington,DC,20036.0,1990,Office,Office,170247.0,172944.4,68,66.5,65.1,208.7,204.4,1538.8,8.9,2403.8,3368942.3,,38.90450379,-77.04218812
2428,PM1030273,0118_0029,1919 Penn Ave,2015,In Compliance,1916 I ST NW,1919 PENNSYLVANIA ASSOCIATES LLC,2.0,Washington,DC,20006.0,1979,Office,Office,381951.0,265243.0,70,73.1,73.5,209.0,209.5,2385.6,9.0,7998.4,4919721.6,26075.49094,38.90118614,-77.04374594
2429,PM3220077,0168_0051,1730 Pennsylvania Ave NW,2015,In Compliance,1730 PENNSYLVANIA AV NW,1730 PENNSYLVANIA AVENUE LP,2.0,Washington,DC,20006.0,1972,Office,Office,177924.0,319420.0,77,66.6,66.6,209.1,209.1,2847.2,8.9,7421.3,6233544.2,,38.89874481,-77.04022991
2431,PM1420061,0254_0053,National Press Building,2015,In Compliance,529 14TH ST NW,CPT NP BUILDING LLC,2.0,Washington,DC,20045.0,1928,Office,Office,494196.0,687569.0,76,76.8,77.9,209.4,210.6,6226.3,9.1,11394.9,12414084.8,104715.9356,38.897026700000005,-77.03154892
2432,PM1492661,0247_0096,The CoStar Group Building,2015,In Compliance,1331 L ST NW,MANGER 8-10-34 TRUST PARTNERS LLC,2.0,Washington,DC,20005.0,2008,Office,Office,178646.0,198452.0,88,66.8,66.6,209.7,209.0,5949.2,30.0,3507.7,3884768.2,,38.904076700000005,-77.03099011
2433,PM2511662,0455_0839,0700 Sixth Street NW (USAA),2015,In Compliance,700 6TH ST NW,BERGMANNS INC,2.0,Washington,DC,20001.0,2009,Office,Office,299216.0,306459.0,77,69.5,69.5,209.8,209.8,2751.3,9.0,5835.5,5880052.3,12342.369040000001,38.89917195,-77.02017327
2434,PM1800460,0078_0847,2020 K Street,2015,In Compliance,2020 K ST NW,2020 K CORPORATION,2.0,Washington,DC,20006.0,1975,Office,Office,504408.0,418749.0,77,66.9,66.9,210.1,210.1,3750.8,9.0,9862.2,8212028.5,,38.90214936,-77.04602883
2436,PM1423627,0184_0069,1629 K St NW,2015,In Compliance,1629 K ST NW,DAVIS BUILDING LLC,2.0,Washington,DC,20006.0,1963,Office,Office,127650.0,105891.0,62,83.8,84.9,210.9,212.1,974.2,9.2,3567.6,1825469.8,26438.03141,38.90293024,-77.03789817
2437,PM2807339,0516S_0861,455 Mass Ave,2015,In Compliance,455 MASSACHUSETTS AV,SQUARE 516 OFFICE VENTURE LLC,6.0,Washington,DC,20001.0,2008,Office,Office,357180.0,247330.0,81,67.2,66.5,211.0,208.9,2224.6,9.0,4657.4,4870475.8,,38.90104852,-77.01773014
2438,PM1495502,0186_0040,"1620 Eye, LLC",2015,In Compliance,1620 I ST NW,1620 EYE LLC,2.0,Washington,DC,20006.0,1971,Office,Office,125367.0,117509.0,71,67.3,67.7,211.2,212.6,1058.0,9.0,3549.7,2316389.9,,38.90108618,-77.03750142
2439,PM4531849,0342_0060,Cato Institute,2015,In Compliance,1000 MASSACHUSETTS AV,CATO INSTITUTE INC,2.0,Washington,DC,20001.0,1993,Office,Office,104133.0,75977.0,64,67.4,68.8,211.7,216.0,568.2,7.5,1588.8,1501199.8,,38.90333457,-77.02628587
2440,PM2256973,0127_0843,1717 H St. NW,2015,In Compliance,1717 H ST NW,MARVIN M ROBERTSON TRUSTEE,2.0,Washington,DC,20006.0,1955,Office,Office,487844.0,302225.0,74,68.1,68.1,211.9,211.9,2732.2,9.0,8760.7,5950623.5,2687.626524,38.90050113,-77.04059681
2441,PM2946118,0158_0082,Paul H.Nitze,2015,In Compliance,1740 MASSACHUSETTS AVE NW,JOHNS HOPKINS UNIVERSITY,2.0,Washington,DC,20036.0,1962,Office,Office,78889.0,65273.0,73,91.4,91.8,212.0,210.3,609.6,9.3,1975.8,1061699.9,23465.99795,38.90809383,-77.04033421
2442,PM13149,0072_0076,2101 L St NW,2015,In Compliance,2101 L ST NW,CESC 2101 L STREET LLC,2.0,Washington,DC,20037.0,1978,Office,Office,370000.0,381518.0,84,67.5,68.3,212.1,214.4,3449.2,9.0,9784.7,7551527.0,,38.90437577,-77.0468819
2443,PM5829,0183_0857,1101 17th Street,2015,In Compliance,1101 17TH ST NW,1101 17TH STREET ASSOCIATES LTD,2.0,Washington,DC,20036.0,1964,Office,Office,330550.0,223218.0,77,90.8,91.1,213.1,211.5,2091.6,9.4,7798.9,3685830.0,76837.05676,38.90405585,-77.03797318
2444,PM3636920,0755_0003,The Heritage Foundation 214 Building,2015,In Compliance,208 MASSACHUSETTS AVE NE,THE HERITAGE FOUNDATION,6.0,Washington,DC,20002.0,1960,Office,Office,63291.0,75954.0,75,67.9,67.9,213.2,213.2,690.4,9.1,1015.8,1511554.2,,38.89533555,-77.00295008
2445,PM1257635,0316_0032,1100L,2015,In Compliance,1100 L ST NW,12TH & L STREET LTD PARTNERSHIP,2.0,Washington,DC,20005.0,1969,Office,Office,474396.0,345116.0,77,79.1,79.2,214.2,213.2,3198.9,9.3,5996.6,6345982.6,56544.40334,38.90355769,-77.02754935
2446,PM3473953,0085_0061,1020 19th Street,2015,In Compliance,1020 19TH ST NW,ZG 1020 19TH STREET LLC,2.0,Washington,DC,20036.0,1982,Office,Office,158688.0,115080.0,69,68.2,68.2,214.2,214.2,1050.9,9.1,3892.1,2300843.7,,38.9033508,-77.0436985
2447,PM1433767,0247_0101,1121 Fourteenth Street NW (Neuroscience),2015,In Compliance,1121 14TH ST NW,SOCIETY OF NEUROSCIENCE,2.0,Washington,DC,20005.0,2006,Office,Office,112762.0,89372.0,75,68.4,68.4,214.8,214.8,818.3,9.2,1706.7,1791573.1,,38.90456703,-77.03163744
2448,PM1380075,0076_0088,"2033 K Street, NW",2015,In Compliance,2033 - 2041 K ST NW,2033 K LP,2.0,Washington,DC,20036.0,1975,Office,Office,128767.0,134457.0,79,68.4,68.3,214.9,214.5,1231.6,9.2,2922.1,2696515.4,,38.90317331,-77.04634227
2450,PM3081163,0320_0028,"Jemal's Square 320, LLC",2015,In Compliance,1155 F ST NW,JEMALS SQUARE 320 LLC,2.0,Washington,DC,20004.0,2009,Office,Office,380222.0,250692.0,77,68.5,68.5,215.1,215.1,5148.4,20.5,7602.0,5034292.4,,38.89783365,-77.02731145
2451,PM1389055,0254_0835,"1301 Pennsylvania Ave., NW",2015,In Compliance,1301 E ST NW,1301 ASSOCIATES,2.0,Washington,DC,20004.0,1981,Office,Office,351975.0,231902.0,79,68.5,68.4,215.2,214.8,2127.4,9.2,4130.5,4657729.9,,38.89638419,-77.02995562
2452,PM2896787,0126_0059,919 18th Street,2015,In Compliance,919 18TH ST NW,EPIC 919 LLC,2.0,Washington,DC,20006.0,1981,Office,Office,151448.0,105643.0,60,68.6,68.1,215.3,213.5,969.9,9.2,2689.5,2122443.3,84.7005485,38.90188755,-77.04128538
2453,PM2495052,0673_0847,NOMA,2015,In Compliance,1100 1ST ST NE,1100 FIRST NE LLC,6.0,Washington,DC,20002.0,2009,Office,Office,360000.0,362083.0,74,69.6,69.7,215.7,215.8,7432.0,20.5,5275.4,7241726.5,4930.746123,38.90401804,-77.00629749
2455,PM4019347,0253_0066,The Westory Building (DDOE),2015,In Compliance,0607 14TH ST NW,REEP-OFC WESTORY DC LLC,2.0,Washington,DC,20005.0,2001,Office,Office,295451.0,251409.0,70,68.7,69.0,215.9,216.8,2313.7,9.2,4452.0,5065468.7,,38.89787507,-77.03130075
2456,PM2222721,0459_0820,601 Pennsylvania Avenue,2015,In Compliance,601 PENNSYLVANIA AV NW,SAUL SUBSIDIARY II LTD,2.0,Washington,DC,20004.0,1984,Office,Office,50188.0,250503.0,71,69.0,69.0,216.7,216.7,2314.1,9.2,5002.0,5066430.0,,38.8933069,-77.02050371
2458,PM3089076,0375_0836,Jamestown Premier 733 10th Street Corp.,2015,In Compliance,733 10TH ST NW,FIRST CONGREGATIONAL UNITED CHURCH OF CHRIST,2.0,Washington,DC,20001.0,2011,Office,Office,209664.0,200969.0,68,70.6,70.6,217.3,217.4,1865.0,9.3,3532.6,4035465.7,4109.90285,38.89855076,-77.02556829999999
2460,PM2999304,0531_0036,DC0321ZZ - JUDICIARY CENTER,2015,In Compliance,555 4TH ST NW,555 FOURTH STREET ASSOCIATES,2.0,Washington,DC,20001.0,1982,Office,Office,472170.0,345776.0,76,69.4,69.4,217.9,217.9,3212.4,9.3,1863.0,7033165.6,,38.89685236,-77.01564074
2461,PM1649511,0024_0871,2445 M Street,2015,In Compliance,2445 M ST NW,WRIT 2445 M LLC,2.0,Washington,DC,20037.0,1986,Office,Office,397105.0,305149.0,81,69.5,69.8,218.2,219.2,2838.1,9.3,6286.5,6213608.3,,38.90558858,-77.05263423
2462,PM3513020,3065_0036,Howard Center/ Book Store,2015,In Compliance,2225 GEORGIA AVE NW,HOWARD UNIVERSITY,1.0,Washington,DC,20059.0,1978,Office,Office,122766.0,90157.0,65,72.5,72.6,218.3,218.4,842.2,9.3,4771.8,1797478.7,3992.3998590000006,38.91973496,-77.0215489
2463,PM1787720,0327_0840,Potomac Center North,2015,In Compliance,500 12TH ST SW,POTOMAC CENTER NORTH INC,6.0,Washington,DC,20024.0,1969,Office,Office,671975.0,504155.0,90,69.6,69.1,218.6,216.9,4698.3,9.3,9743.2,10286275.6,,38.88398594,-77.02748624
2465,PM3267015,0675_0850,840 First Street NE,2015,In Compliance,840 1ST ST NE,FP 840 FIRST STREET LLC,6.0,Washington,DC,20002.0,2003,Office,Office,266766.0,275617.0,76,72.6,73.0,219.2,220.6,2586.2,9.4,17916.1,5529157.2,11098.1134,38.90110524,-77.00688057
2466,PM2937321,0186_0039,1600 I Street Corporation,2015,In Compliance,1600 I ST NW,SIXTEEN HUNDRED EYE STREET CORPORATION,2.0,Washington,DC,20006.0,1969,Office,Office,197042.0,138872.0,76,99.3,98.6,219.3,215.4,1349.9,9.7,2500.3,2240545.0,61467.35174,38.90114722,-77.03697034
2468,PM25091,0140_0093,1801 L St. N.W.,2015,In Compliance,1801 L ST NW,BARRY L SCHREIBER TRUSTEE,2.0,Washington,DC,20036.0,1987,Office,Office,173965.0,222847.0,81,70.0,70.0,219.8,219.8,2088.3,9.4,3758.8,4572142.5,,38.90399047,-77.04200669
2470,PM2285518,0115_0085,1333 New Hampshire Ave.,2015,In Compliance,1333 NEW HAMPSHIRE AV NW,BP 1333 NEW HAMPSHIRE AVE LLC,2.0,Washington,DC,20036.0,1978,Office,Office,357983.0,325215.0,75,70.1,69.9,219.9,219.3,3049.9,9.4,7799.5,6673093.7,,38.90849175,-77.04374959
2472,PM3990119,0630_0072,IBT Annex,2015,In Compliance,25 LOUISIANA AVE NW,INTERNATIONAL BROTHERHOOD OF TEAMSTERS,6.0,Washington,DC,20001.0,1955,Office,Office,92327.0,75472.0,60,70.2,70.8,220.4,222.4,709.1,9.4,1695.6,1552437.3,,38.89505257,-77.00995964
2473,PM1242253,0183_0883,NGS Headquarters,2015,In Compliance,1145 17TH ST NW,NATIONAL GEOGRAPHIC SOCIETY,2.0,Washington,DC,20036.0,1983,Office,Office,598366.0,746237.0,79,87.1,87.4,220.7,221.1,7179.8,9.6,11197.6,13532196.7,188069.93600000002,38.90519711,-77.03815544
2474,PM1348840,0677_0146,750 First Street,2015,In Compliance,750 1ST ST NE,APA 750 LLC,6.0,Washington,DC,20002.0,1991,Office,Office,394400.0,394188.0,77,70.3,70.3,220.9,220.9,3712.2,9.4,5290.7,8127494.0,,38.8998489,-77.00748706
2475,PM1434327,0698_0032,20 M,2015,In Compliance,20 M ST SE,SOUTHEAST REALTY LLC,6.0,Washington,DC,20003.0,2006,Office,Office,297720.0,196545.0,80,70.5,70.5,221.5,221.5,1856.0,9.4,3254.2,4063577.6,,38.87679625,-77.00790436
2476,PM2035970,0253_0068,The Henry J Kaiser Family Foundation,2015,In Compliance,1330 G ST NW,HENRY J KAISER FAMILY FOUNDATION,2.0,Washington,DC,20005.0,2003,Office,Office,95673.0,64160.0,58,82.4,82.0,221.5,218.4,60.9,0.9,959.7,1214140.7,11456.57078,38.89806328,-77.03093447
2477,PM3955321,0093_0830,1666 Connecticut Ave NW,2015,In Compliance,1666 CONNECTICUT AV NW,1666 CONNECTICUT AVENUE LLC,2.0,Washington,DC,20009.0,1962,Office,Office,113302.0,84894.0,53,91.8,90.8,222.1,217.3,826.3,9.7,1042.8,1496272.7,26899.37321,38.91231957,-77.04544240000001
2478,PM1423392,0198_0846,1501 K St NW,2015,In Compliance,1501 K ST NW,I B ASSOCIATES LIMITED PARTNERSHIP,2.0,Washington,DC,20005.0,1923,Office,Office,502963.0,411655.0,71,70.8,70.8,222.2,222.2,3899.8,9.5,11720.1,8538187.6,,38.90295985,-77.03512046
2479,PM3088847,0117_0081,1140 19th Street NW,2015,In Compliance,1140 19TH ST NW,1140 19TH LLC,2.0,Washington,DC,20036.0,1980,Office,Office,82821.0,72610.0,28,71.1,70.5,223.3,221.2,691.2,9.5,2831.0,1513291.5,,38.90496224,-77.04388326
2480,PM1056237,0138_0804,1300 Connecticut Avenue NW,2015,In Compliance,1300 CONNECTICUT AV NW,TRT 1300 CONNECTICUT AVE OWNER LLC,2.0,Washington,DC,20036.0,1956,Office,Office,147560.0,134864.0,60,71.2,71.2,223.5,223.5,1285.0,9.5,2870.8,2813408.1,,38.90751862,-77.04267356
