Primary_Key,DC_Real_Property_ID,Property_Name,Reporting_Year,Report_Status,Address_of_Record,Owner_of_Record,Ward,City,State,Postal_Code,Year_Built,Primary_Property_Type_Self_Selected,Primary_Property_Type_EPA_Calculated,Tax_Record_Floor_Area,Recorded_Building_Gross_Floor_Area,Energy_Star_Score,Site_EUI_KBTU_Ft,Weather_Normalized_Site_EUI_KBTU_Ft,Source_EUI_KBTU_Ft,Weather_Normalized_Source_EUI_KBTU_Ft,Total_GHG_Emissions_Metric_Tons_CO2e,Total_GHG_Emissions_Intensity_Kg_CO2e_Ft,Water_Use_All_Water_Sources_Kgal,Electricity_Use_Grid_Kwh,Natural_Gas_Use_Therms,Latitude,Longitude
PM1357840,0630_0071,Hall of the States,2016,In Compliance,0400 NORTH CAPITOL ST NW,T-C HALL OF STATES OWNER LLC,6,WASHINGTON,DC,20001,1974,Office,Office,961282,606193,74,72.3,72.3,227.1,227.1,5027.8,8.3,10792.7,12849504.7,NA,38.89582982,-77.00960061
PM3680559,0628_0893,Washington Court Hotel on Capitol Hill,2016,In Compliance,0525 NEW JERSEY AV NW,OPERATING ENGINEERS FUND,6,WASHINGTON,DC,20001,1984,Hotel,Hotel,275396,275396,41,90.5,91.1,227.6,228.2,2399,8.7,23297.6,5119416.2,74532.3937,38.89681703,-77.01110078
PM4189033,0542_4054,Town Center-SV,2016,In Compliance,1001 3RD ST SW,WATERFRONT TOWER NORTH,6,WASHINGTON,DC,20024,2012,Multifamily Housing,Multifamily Housing,84328,102743,2,131.5,135.7,229.1,230.2,993.2,9.7,6116.3,1312179.9,90324.69763,38.87784827,-77.01568336
PM3987783,0628_0174,Washington DC PPH,2016,In Compliance,0520 NORTH CAPITOL ST NW,PHOENIX PARK HOTEL OPERATING LLC,6,WASHINGTON,DC,20001,1927,Hotel,Hotel,55820,100000,55,98.5,99.4,229.4,228.5,894.3,8.9,5220.4,1766465,38235.35585,38.89719164,-77.00948037
PM2266003,0080_0056,South Hall,2016,In Compliance,2135 F ST NW,GEORGE WASHINGTON UNIVERSITY,2,WASHINGTON,DC,20037,2009,Residence Hall-Dormitory,Residence Hall-Dormitory,184320,214829,28,114.2,115.3,229.8,229.1,1998.3,9.3,8437.6,3312103.8,132222.9031,38.89753831,-77.0481268
PM2267,0253_0847,600 Thirteenth St,2016,In Compliance,0600 13TH ST NW,UNION INVESTMENT REAL ESTATE GMBH,2,WASHINGTON,DC,20005,1998,Office,Office,251557,257943,69,73.2,73.2,229.8,229.8,2164.4,8.4,8490,5531485.7,NA,38.89784861,-77.02987163
PM16885,0214_0103,1133 15th Street,2016,In Compliance,1133 15TH ST NW,1133 FIFTEENTH STREET LLC,2,WASHINGTON,DC,20005,1969,Office,Office,286200,207696,77,73.4,73.4,230.6,230.6,1748.9,8.4,4739.9,4469605.4,NA,38.90486139,-77.03402384
PM3088847,0117_0081,1140 19th Street NW,2016,In Compliance,1140 19TH ST NW,1140 19TH LLC,2,WASHINGTON,DC,20036,1980,Office,Office,82821,78490.5,42,77.4,77,230.7,229.5,668.2,8.5,1651.7,1644579.7,4647.219,38.90496224,-77.04388326
PM3990119,0630_0072,IBT Annex,2016,Data Under Review by DOEE,25 LOUISIANA AVE NW,INTERNATIONAL BROTHERHOOD OF TEAMSTERS,6,WASHINGTON,DC,20001,1955,Office,Office,92327,75472,56,73.6,72.3,231.2,226.9,637.4,8.4,1401.3,1628963.1,NA,38.89505257,-77.00995964
PM1428777,0742_0039,Square 742 LLC,2016,In Compliance,1100 NEW JERSEY AV,SQUARE 742 LLC,6,WASHINGTON,DC,20003,2004,Office,Office,409428,303517,84,76.7,76.1,231.6,228.9,2587.4,8.5,11530.6,6427841.8,13609.77395,38.87695905,-77.00388117
PM3997131,0247_0093,American Dental Assoication,2016,In Compliance,1111 14TH ST NW,AMERICAN DENTAL ASSOCIATION,2,WASHINGTON,DC,20005,1983,Office,Office,82682,82682,49,73.9,73.9,232,232,700.4,8.5,1423.7,1790090.5,NA,38.90428941,-77.03157196
PM1401399,0199_0832,1500 K Street - The Southern Railway Building,2016,In Compliance,1500 K ST NW,1500 K STREET LLC,2,WASHINGTON,DC,20005,1929,Office,Office,294234,293248,76,74,74,232.3,232.3,2488,8.5,11570.5,6358558.1,NA,38.90219699,-77.03486999
PM4178733,0597_0100,Greenleaf Family,2016,Data Under Review by DOEE,203 N ST SW,DISTRICT OF COLUMBIA HOUSING AUTHORITY ,6,WASHINGTON,DC,20024,1959,Multifamily Housing,Multifamily Housing,NA,115323,1,142,144.3,232.4,229.3,1135.4,9.8,22491.7,1347196,117768.9967,38.87506067,-77.01391563
PM4006431,6201_0027,Madison Courts,2016,In Compliance,0002 - 0032 CHESAPEAKE ST SW,CHESAPEAKE PRESERVATION LLC,8,WASHINGTON,DC,20032,1944,Multifamily Housing,Multifamily Housing,61642,61642,1,137.7,143.1,232.6,238.3,610.6,9.9,5760.8,760955.5,58904.90731,38.82887868,-77.00795766
PM4013976,0008_0809,Watergate west,2016,In Compliance,2700 VIRGINIA AV NW,WATERGATE WEST INC,2,WASHINGTON,DC,20037,1965,Multifamily Housing,Multifamily Housing,307722,307722,1,172,175.8,232.8,235.5,3284.7,10.7,38825.7,2254496.3,452339.6992,38.90004224,-77.05626994
PM23246,0166_0033,1747 Penn Ave,2016,In Compliance,1747 - 1755 PENNSYLVANIA AV NW,1747 PENNSYLVANIA AVENUE ASSOCIATES LP,2,WASHINGTON,DC,20006,1969,Office,Office,219854,171801,60,74.3,74.3,233.2,233.2,1463.1,8.5,3602.3,3739304.1,NA,38.89969121,-77.04076714
PM1331462,0105_0845,1801 Pennsylvania Ave.,2016,In Compliance,1801 PENNSYLVANIA AVE NW,1801 PENNSYLVANIA AVENUE LLC,2,WASHINGTON,DC,20006,1991,Office,Office,276842,214997,62,75,75.5,233.6,235.4,1837,8.5,4841.8,4669070.6,1888.290616,38.90076372,-77.04189977
PM1417479,0458_0021,625 Indiana Avenue,2016,In Compliance,625 INDIANA AVE NW,GPT PROPERTIES TRUST,2,WASHINGTON,DC,20004,1988,Office,Office,186071,163747,66,74.7,74.7,234.5,234.5,1402.4,8.6,5770.5,3584086.7,NA,38.89456128,-77.02074465
PM3520541,0250_0046,1333 H St NW,2016,In Compliance,1333 H ST NW,FHF I 1333 H STREET LLC,2,WASHINGTON,DC,20005,1982,Office,Office,410210,274041,83,79.9,80.1,235,233.9,2382.7,8.7,4117.2,5807321,20785.52612,38.90050458,-77.03112149
PM2726905,0117_0084,The Vanguard Building,2016,In Compliance,1111 20TH ST NW,VANGUARD ASSOCIATES,2,WASHINGTON,DC,20526,1963,Office,Office,229401,169111,76,74.9,74.9,235.3,235.3,1453.1,8.6,2887.7,3713769.5,NA,38.90409117,-77.04423369
PM1784213,0158_0080,American Legacy Foundation,2016,In Compliance,1724 MASSACHUSETTS AVE NW,AMERICAN LEGACY FOUNDATION,2,WASHINGTON,DC,20036,1981,Office,Office,67223,43000,44,75.1,75.7,235.9,237.8,370.4,8.6,463.2,946723,NA,38.90789449,-77.03949037
PM4175586,0370_0848,337Z9 Marriott Marquis Washington DC,2016,In Compliance,0901 MASSACHUSETTS AV,WASHINGTON CONVENTION AND SPORTS AUTHORITY,2,WASHINGTON,DC,20001,2013,Hotel,Hotel,1262010,1081471.7,24,98.8,99.6,236.3,237.1,9898,9.2,38388,20091967.4,383379.9715,38.90358778,-77.02473174
PM2015806,0165_0028,800 Connecticut Ave. NW,2016,In Compliance,800 CONNECTICUT AV,JERRY MAIATICO TRUSTEE,2,WASHINGTON,DC,20006,1991,Office,Office,221171,125938,55,75.5,75.5,236.9,236.9,1089.7,8.7,3187.6,2785002.1,NA,38.90051289,-77.03844615
PM2058639,0456_3040,AARP HQ,2016,In Compliance,0601 E ST NW,601-611 E ST NW A CONDOMINIUM,2,WASHINGTON,DC,20049,1991,Office,Office,443146,514474,67,75.5,75.5,237.1,237.1,11646,22.6,8691.9,11387897.2,NA,38.89714402,-77.02021329
PM3474408,0220_0064,1400 Eye Street,2016,In Compliance,1400 I ST NW,"""ZG 1400 EYE",2,WASHINGTON,DC,20005,1982,Office,Office,257532,175760,68,79.8,79.9,237.1,237.3,1538.5,8.8,4851.9,3779134.4,11260.2243,38.90103171,-77.03218519
PM2951825,3821_0040,Basilica of the National Shrine of the Immaculate Conception,2016,In Compliance,400 MICHIGAN AVE NE,NATIONAL SHRINE OF THE IMMACULATE CONCEPTION,5,WASHINGTON,DC,20017,1967,Worship Facility,Worship Facility,248643,226301,1,104,104.9,238.5,236.6,2112.4,9.3,12156.6,4102419.3,95483.07121,38.93336212,-77.00067584
PM4475462,0214_0860,Westin DC,2016,In Compliance,1400 M ST NW,DIAMONDROCK DC M STREET OWNER LLC,2,WASHINGTON,DC,20005,1982,Hotel,Hotel,430128,330100,28,113.8,116.1,238.6,241,3153.8,9.6,8113,5511706.4,187736.0011,38.90532359,-77.03343838
PM4576132,0715_2974,111 K Street,2016,In Compliance,111 K ST NE,111 K STREET CONDO,6,WASHINGTON,DC,20002,2011,Office,Office,3282699,84540,34,76.1,76.1,238.8,238.8,737.4,8.7,1757.5,1884507,NA,38.90224351,-77.0056017
PM4859372,6271_0807,Gardens at Wingate,2016,In Compliance,0070 - 0116 GALVESTON ST SW,WINGATE PROPERTIES LLC,8,WASHINGTON,DC,20032,1965,Multifamily Housing,Multifamily Housing,205928,223196,5,153.1,156.1,240.2,240,2337.4,10.5,15611.1,2487265.5,256837.1016,38.8232777,-77.00773043
PM4097099,4325_0020,Fort Lincoln,2016,Data Under Review by DOEE,3400 BANNEKER DRIVE NE,DISTRICT OF COLUMBIA HOUSING AUTHORITY ,5,WASHINGTON,DC,20018,1971,Multifamily Housing,Multifamily Housing,NA,62664,8,128.8,132.5,240.5,242.7,611,9.8,4665.6,925096.9,49119.00127,38.92806807,-76.96093837
PM1711353,1661_0817,Chevy Chase Plaza,2016,In Compliance,5301 WISCONSIN AV NW,5301 WISCONSIN AVENUE ASSOCIATES LLC,3,WASHINGTON,DC,20015,1988,Office,Office,250155,185198,62,77.7,76.4,244.1,240,1651.1,8.9,4941.1,4219791,NA,38.95934321,-77.08433768
PM3504183,0037_0853,2300-2330 M ST,2016,In Compliance,2300 - 2330 M ST NW,MEDICAL FACULTY ASSOCIATES INC,2,WASHINGTON,DC,20037,1983,Office,Office,120872,161222,52,77.7,77.7,244.1,244.1,1437.2,8.9,3584.7,3672900.2,NA,38.90501242,-77.05055386
PM4045690,0163_0849,FINRA1735K,2016,In Compliance,1735 K ST NW,NATIONAL ASSOC SECURITIES DEALERS INC,2,WASHINGTON,DC,20006,1963,Financial Office,Financial Office,96720,90000,53,77.8,76.9,244.2,241.4,802.7,8.9,1858.8,2051480.3,NA,38.90290391,-77.04093251
PM3475610,0117_0879,1133 20th Street Building Corp,2016,In Compliance,1133 20TH ST NW,1133 20TH ST BUILDING CORP,2,WASHINGTON,DC,20036,1984,Office,Office,165577,128261,53,78,77.5,244.8,243.3,1146.9,8.9,1776.3,2931001.8,NA,38.90495244,-77.04454167
PM3989772,0036_0846,Chromium,2016,In Compliance,2301 M ST NW,CHROMIUM LLC,2,WASHINGTON,DC,20037,1981,Medical Office,Medical Office,68405,62404,11,78,77.8,244.8,244.2,558,8.9,1211.1,1426071.9,NA,38.90568436,-77.05033378
PM1406853,0675_0847,"830 First Street, NE",2016,In Compliance,830 1ST ST NE,CIM URBAN REIT PROPERTIES VI LP,6,WASHINGTON,DC,20002,2001,Office,Office,233962,252992,74,78.2,79.2,245.6,248.8,2269.4,9,3783.3,5800588.6,NA,38.90107988,-77.00762737
PM1417487,0288_0058,Herald Square - 1250 H Street N.W.,2016,In Compliance,0733  13TH ST NW,HUB PROPERTIES TRUST,2,WASHINGTON,DC,20005,1991,Office,Office,246351,209728,61,79.3,79.3,249.1,249.1,1907.9,9.1,4621.5,4876002.5,NA,38.89956769,-77.02910814
PM1878470,0493_0806,FCP-500,2016,In Compliance,0500 C ST SW,FEDERAL CENTER OFFICE ASSOCIATES LLC,6,WASHINGTON,DC,20024,1981,Office,Office,436223,329549,37,89.5,89.5,250.5,250.5,2986.7,9.1,6087,8640275.9,NA,38.8855773,-77.01867429
PM4097123,0597_0829,Greenleaf Senior,2016,Data Under Review by DOEE,1200 DELAWARE AV SW,DISTRICT OF COLUMBIA HOUSING AUTHORITY ,6,WASHINGTON,DC,20024,1959,Multifamily Housing,Multifamily Housing,NA,196736,1,138.8,143,251,255.4,2023.3,10.3,21689,2901899.8,174140.017,38.87593978,-77.0132603
PM1229780,0248_0069,1300 L Street,2016,In Compliance,1300 L ST NW,AMERICAN POSTAL WORKERS UNION HOLDING CORPORATION,2,WASHINGTON,DC,20005,1986,Office,Office,117016,92054,49,86.1,86.1,251.2,251.2,857.1,9.3,1783.5,2075259.9,8496.14573,38.90352142,-77.02999206
PM4178739,5672_0099,Villager,2016,Data Under Review by DOEE,3810 SOUTHERN AVE SE,DISTRICT OF COLUMBIA HOUSING AUTHORITY ,7,WASHINGTON,DC,20020,1949,Multifamily Housing,Multifamily Housing,NA,13740,1,157.4,163.1,251.7,256.3,147.7,10.8,2755.8,166475,15952.99978,38.86189255,-76.94995514
PM1567527,0253_0844,1310 G Street,2016,In Compliance,1310 G ST NW,GAEDEKE HOLDINGS III LTD,2,WASHINGTON,DC,20005,1991,Office,Office,241994,227165,89,80.3,80.3,252.2,252.2,2092.2,9.2,5415.5,5347046.7,NA,38.8981241,-77.03018541
PM3408948,0198_0039,Capital Hilton,2016,In Compliance,1001 16TH ST NW,CHH CAPITAL HOTEL PARTNERS LP,2,WASHINGTON,DC,20036,1944,Hotel,Hotel,1050362,625233,18,125.4,126.3,252.3,252.2,6386.3,10.2,43965,10576086.7,423237.9876,38.90312968,-77.03593506
PM1398167,0322_0020,1111 Penn,2016,In Compliance,1111 PENNSYLVANIA AV NW,PRESIDENTIAL BUILDING LLC,2,WASHINGTON,DC,20004,1966,Office,Office,511817,366128,68,81,80.5,254.2,252.7,3399.6,9.3,10967.8,8688132.4,NA,38.89572976,-77.02727831
PM2681078,0720_0826,Station Place III,2016,In Compliance,700 2ND ST NE,SEVEN HUNDRED SECOND STREET HOLDINGS LLC,6,WASHINGTON,DC,20002,2009,Office,Mixed Use Property,755499,554328,71,81,81,254.2,254.4,5146,9.3,11056.1,13151588.9,NA,38.8992675,-77.00379122
PM3274029,0319_0864,700 Eleventh Street w/ Cosi,2016,In Compliance,0700 - 1111 11TH ST NW,1991 ACQUISITION FUND ONE,2,WASHINGTON,DC,20005,1991,Office,Office,457926,347864,64,81.9,81.9,254.4,254.4,3238.5,9.3,6543.3,8211738.9,4779.355118,38.89874863,-77.02732212
PM3505691,0873_0112,600 Pennsylvania,2016,In Compliance,600 PENNSYLVANIA AVE SE,BDC PENNSYLVANIA AVENUE LLC,6,WASHINGTON,DC,20003,1975,Office,Office,182152,87630,48,81,79.8,254.4,250.5,814.2,9.3,2456.9,2080766.2,NA,38.88568192,-76.9977084
PM1326957,0137_0056,1800 Massachusetts Avenue NW (SEIU),2016,In Compliance,1800 - 1824 MASSACHUSETTS AV NW,1800 MASSACHUSETTS AVENUE CORP,2,WASHINGTON,DC,20036,1978,Office,Office,185604,217543,50,81.3,81.3,255.2,255.2,2027.6,9.3,4742.9,5181846.7,NA,38.90878688,-77.04226616
PM3987335,4373_0008,Days Inn Gateway,2016,In Compliance,2700 NEW YORK AVE NE,T&L HOSPITALITY INC,5,WASHINGTON,DC,20002,1966,Hotel,Hotel,95331,95331,99,115.4,116.7,255.2,257.1,960.6,10.1,16152.7,1791395,48881.73098,38.91798465,-76.97060177
PM3351531,2132_0852,337w0-Washington DC Marriott Wardm,2016,In Compliance,2700  WOODLEY RD NW,WOODLEY DC RESIDENTIAL LLC,3,WASHINGTON,DC,20008,2014,Hotel,Hotel,280000,1300000,24,128.6,129.4,256.6,256.2,13587.8,10.5,74300,22175384.8,891939.027,38.9251355,-77.05572962
PM2590129,1190_0078,1000 Thomas Jefferson Street NW,2016,In Compliance,1000 THOMAS JEFFERSON ST NW,1000 JEFFERSON ASSOCIATES,2,WASHINGTON,DC,20007,1981,Office,Office,207744,154807,63,81.8,81.8,256.7,256.7,1451.4,9.4,4622.9,3709395.9,NA,38.90285148,-77.0606233
PM3641710,0322_0813,Hotel Harrington,2016,In Compliance,0430 11TH ST NW,HARRINGTON HOTEL COMPANY INC,2,WASHINGTON,DC,20004,1914,Hotel,Hotel,100484,144799,31,146,146.6,257.2,253.7,1566,10.8,10361.4,2109657,139427.5181,38.89597172,-77.02726669
PM4018381,0733_0048,Republican National Committee,2016,In Compliance,0310 1ST ST SE,REINCE PRIEBUS TRUSTEES,6,WASHINGTON,DC,20003,1972,Office,Office,86102,76757,43,86,85.4,257.8,254.4,706.4,9.2,3030.9,1802800.2,4525.333333,38.88550047,-77.00559024
PM2798092,0299_0831,Mandarin Oriental Hotel,2016,In Compliance,1330 MARYLAND AVE SW,PORTALS HOTEL SITE LLC,6,WASHINGTON,DC,20024,2003,Hotel,Hotel,294037,512051,24,116.9,117.2,262.5,261.3,5286.2,10.3,28190.7,10035656.5,255934.0271,38.88360956,-77.03045117
PM1583329,0299_0833,Portals II,2016,In Compliance,0445 12TH ST SW,PARCEL 49C LIMITED PARTNERSHIP,6,WASHINGTON,DC,20554,1998,Office,Office,633800,652702,61,83.6,83.6,262.6,262.6,16361.8,25.1,17403.1,15999176.1,NA,38.8832934,-77.02851429
PM3353545,0387_0871,L Enfant Plaza - NORTH,2016,In Compliance,0400  10TH ST SW,POTOMAC REEK ASSOCIATES LP,6,WASHINGTON,DC,20024,1968,Office,Office,276288,326513,52,105.8,108.1,262.8,265.2,3293.9,10.1,7131,6947654.1,108332.0007,38.88466719,-77.02436653
PM4376167,0371_0824,Henley Park Hotel,2016,In Compliance,0926 MASSACHUSETTS AV,TUDOR LP,2,WASHINGTON,DC,20001,1918,Hotel,Hotel,59425,59425,8,125.8,126.6,264.3,261.4,628.6,10.6,4983.3,1101969.5,37163.5205,38.90315472,-77.02571048
PM1411430,0220_0067,875 15th St NW,2016,In Compliance,875 15TH ST NW,BOWEN BUILDING LP,2,WASHINGTON,DC,20005,1922,Office,Office,164340,258777,58,84.7,84.7,266,266,2514.3,9.7,3637,6425644.5,NA,38.90109607,-77.03340079
PM4378204,0062_0020,American Pharmacist Association,2016,In Compliance,2215 CONSTITUTION AVE NW,AMERICAN PHARMACISTS ASSOCIATION,2,WASHINGTON,DC,20437,1934,Office,Office,368289,254704,50,87.2,87.6,266.2,266.4,2489.9,9.8,7195.3,6235772.5,9399.32697,38.89312347,-77.04946639
PM2728715,0568_0043,Communications  Workers of America Building,2016,In Compliance,501 3RD ST NW,COMMUNICATIONS WORKERS OF AMERICA,2,WASHINGTON,DC,20001,1990,Office,Office,396741,217705,52,84.8,84.8,266.4,266.4,2118.2,9.7,37.5,5413298.8,NA,38.89656709,-77.0147821
PM3487836,0343_0023,Embassy Suite Convention Center Hotel,2016,In Compliance,1000 K ST NW,1000 K LLC,2,WASHINGTON,DC,20001,2005,Hotel,Hotel,227934,266537,23,120.5,122.1,266.8,266.9,2807.1,10.5,16964.1,5240037.8,142476.8201,38.90225132,-77.02620603
PM1831622,0628_0896,Normandy- Capitol Place III,2016,In Compliance,0050 F ST NW,UNIZO REAL ESTATE DC TWO LLC,6,WASHINGTON,DC,20001,1985,Office,Office,266907,212247,63,85.3,84.6,267.9,265.8,2076.7,9.8,4354.6,5307342.7,NA,38.89707194,-77.0103936
PM3687817,0640_0069,Fairchild Building,2016,In Compliance,499 SOUTH CAPITOL ST SW,MARFAIR JOINT VENTURE,6,WASHINGTON,DC,20003,1978,Office,Office,278599,221313,68,99.5,99.2,268.6,265.9,2340.7,10.6,4648.4,5118411,NA,38.88342284,-77.01001127
PM3500628,0319_0822,Gaslight Building,2016,In Compliance,1100 H ST NW,1100 H STREET LLC,2,WASHINGTON,DC,20005,1942,Office,Office,146986,146986,41,97.3,96.9,273.1,269.5,1499.6,10.2,2507.2,3523230.2,22776.72029,38.89953163,-77.02738352
PM3989890,0184_0805,16 Cobalt,2016,In Compliance,1627 K ST NW,16 COBALT LLC,2,WASHINGTON,DC,20006,1977,Office,Office,68634,63510,40,87,87,273.2,273.2,633.7,10,1129.2,1618884.8,39.1875026,38.90291906,-77.03767704
PM1431261,0107_0074,1828 L Street Associates,2016,In Compliance,1828 L ST NW,1828 L STREET ASSOCIATES LLC,2,WASHINGTON,DC,20036,1969,Office,Office,439521,338520,86,96.9,98,274.8,274.8,3468.1,10.2,2873.6,8212769,47919.43733,38.90351972,-77.04294221
PM4929381,1823_0801,Fannie Mae 3900  (222231) SSL: 1823 0801,2016,In Compliance,3900 WISCONSIN AVE NW,NASH-ROADSIDE 3900 WISCONSIN LLC,3,WASHINGTON,DC,20016,1958,Office,Office,156672,245397,19,122.3,124.1,275.7,276.5,2589.7,10.6,8830.8,6053723,93578.35817,38.94039772,-77.07674006
PM3514246,1188_0118,Waterfront,2016,In Compliance,1010 - 1014 WISCONSIN AV NW,WATERFRONT CENTER LP,2,WASHINGTON,DC,20007,1985,Office,Office,320940,207863,50,89.1,91.2,277,283.6,2107.4,10.1,2172.7,5347108.8,2843.249988,38.9030827,-77.06295205
PM3997827,0115_0082,"21 Dupont Associates, LLC",2016,In Compliance,21 DUPONT CIR NW,21 DUPONT ASSOCIATES LLC,2,WASHINGTON,DC,20036,1971,Office,Office,55818,55818,28,113.5,116,277.9,280.5,597.4,10.7,1080,1242325.7,20946.47013,38.90885666,-77.04381175
PM3496074,0036_1010,1250 23rd Street,2016,In Compliance,1230 - 1250 23RD ST NW,1230-1250 23RD ST CONDOMINIUM,2,WASHINGTON,DC,20037,1989,Office,Office,190287,128571,32,88.8,87.7,278.8,275.5,1309.4,10.2,6524.5,3346282.1,NA,38.90659629,-77.05048805
PM3502542,0628_0891,Capitol Place I,2016,In Compliance,0555 NEW JERSEY AV NW,SHELDON B KAMINS TRUSTEES,6,WASHINGTON,DC,20001,1984,Office,Office,216300,149722,48,88.9,89.3,279,280.3,1525.8,10.2,2850.9,3899468.5,NA,38.89705564,-77.01124526
PM1423296,0251_0012,1399 New York Ave NW,2016,In Compliance,1399 NEW YORK AVE NW,VNO 1399 NEW YORK AVENUE TIC OWNER LLC,2,WASHINGTON,DC,20005,2001,Office,Office,175784,141677.5,49,89.2,89.2,280.2,280.2,1450.1,10.2,2756,3705933.6,NA,38.89990243,-77.03159491
PM3830279,0630_0069,The Liaison Capitol Hill,2016,In Compliance,415 NEW JERSEY AVE NW,I&G CAPITOL INC,6,WASHINGTON,DC,20001,1969,Hotel,Hotel,259770,180925,36,153.4,154.6,281.8,280.8,2117.6,11.7,13111.2,3062315.1,173087.2098,38.89539744,-77.01068603
PM4007417,2033_0016,The Methodist Home of DC and Forest Side Assisted Living,2016,In Compliance,4901 CONNECTICUT AVE NW,METHODIST HOME OF D C INC,3,WASHINGTON,DC,20008,1927,Senior Care Community,Senior Care Community,82300,82300,16,137,138.1,283.1,280.6,936.4,11.4,6464.7,1607022.3,57903.70283,38.9539796,-77.06847095
PM3016235,0126_0061,Farragut Center,2016,In Compliance,1727 I ST NW,FARRAGUT CENTER LLC,2,WASHINGTON,DC,20006,2001,Office,Office,374766,264000,44,90.6,90.6,284.6,284.6,2744.2,10.4,4222.9,7013248.8,NA,38.90162853,-77.04035649
PM1221898,1195_0030,"Four Seasons Washington, DC",2016,In Compliance,2800 PENNSYLVANIA AV NW,SHC WASHINGTON LLC,2,WASHINGTON,DC,20007,1979,Hotel,Hotel,459534,459534,20,141.9,144.4,287.1,289.7,5332.6,11.6,31161.1,8895067,348687.4199,38.90499666,-77.05724596
PM1733134,0100_0897,2000 M Street,2016,In Compliance,2000 M ST NW,CASTLE FAMILY LP,2,WASHINGTON,DC,20036,1971,Office,Office,321809,251620,48,97.3,97.7,287.3,286.8,2672.5,10.6,3283.9,6533908.5,21813.08644,38.90522355,-77.04534116
PM4175578,0122_0025,311WC-Courtyard Washington DC/Foggy Bott,2016,In Compliance,0515 20TH ST NW,ALL STATES HOTEL COMPANY LLC,2,WASHINGTON,DC,20006,2012,Hotel,Hotel,79875,79875,22,118.4,118.9,287.7,285.9,886.7,11.1,6063,1829291.8,32185.00032,38.89653488,-77.04469019
PM3669102,0081_0829,515 22nd Street N.W.,2016,In Compliance,0515 22ND ST NW,515 22ND STREET LIMITED PARTNERSHIP,2,WASHINGTON,DC,20037,1941,Office,Office,108229,102080,28,95.4,95.9,289.8,290.4,1087.4,10.7,1055.9,2715178.6,4697.508367,38.89685803,-77.0484822
PM4007057,4396_0154,Parkway Plaza - 3,2016,In Compliance,1835 - 1855 24TH ST NE,PARKWAY PLAZA ASSOCIATES LLC,5,WASHINGTON,DC,20002,1964,Multifamily Housing,Multifamily Housing,64366,64365,1,180.1,185.3,293.5,295.2,813.6,12.6,5064,941674.2,83810.0455,38.91523615,-76.9703799
PM1483327,0037_0854,"5659-The Westin Grand, Washington DC",2016,In Compliance,2350 M ST NW,STARWOOD REALTY CMBS I LLC,2,WASHINGTON,DC,20037,1984,Hotel,Hotel,219252,193239,25,108.4,109.8,293.8,298.3,2136.8,11.1,14228,4876130.6,43079.00115,38.90497948,-77.05109698
PM3852985,0646_0802,Capitol Skyline Hotel,2016,In Compliance,0010 I ST SW,SOUTH CAPITOL HOLDINGS LLC,6,WASHINGTON,DC,20024,1962,Hotel,Hotel,171867,105000,18,151.5,152.2,295.1,294.6,1265.4,12.1,7304.9,2002825.1,90698.58316,38.8790328,-77.00973245
PM4000444,1184_0049,3333 K Street NW,2016,In Compliance,3333 K ST NW,FRIENDS OF THE LEGAL SERVICES CORPORATION,2,WASHINGTON,DC,20007,1989,Office,Office,83956,68884,25,94.1,94.1,295.4,295.4,743.3,10.8,526.7,1899602.2,NA,38.90410137,-77.06738788
PM4377589,0218_3114,1430 K Street Condominium,2016,In Compliance,1430 K ST NW,1430 K STREET CONDOMINIUM,2,WASHINGTON,DC,20005,2006,Office,Office,65823,78000,22,94.8,94.8,297.6,297.6,847.9,10.9,766.2,2166978.2,NA,38.90222333,-77.0331131
PM3507508,0225_0033,The Willard Hotel & Office Building,2016,In Compliance,1401 - 1415 PENNSYLVANIA AV NW,WILLARD ASSOCIATES,2,WASHINGTON,DC,20004,1986,Hotel,Hotel,349863,628106,31,119.4,119.7,300.8,301.1,7229.7,11.5,44293.9,15451031.8,222900.9134,38.89716073,-77.03226635
PM3500776,1199_0053,Canal Square,2016,In Compliance,1054 31ST ST NW,R B ASSOCIATES INC,2,WASHINGTON,DC,20007,1969,Office,Office,146266,98333,29,96.3,96.4,302.5,302.7,1086.4,11,4377.2,2776517.9,NA,38.90467294,-77.06137027
PM3998608,5783_0829,DC Lottery Building,2016,In Compliance,2101 MARTIN LUTHER KING JR AV SE,GOVERNMENT OF THE DISTRICT OF COLUMBIA DEPARTMENT OF GENERAL SERVICES,8,WASHINGTON,DC,20020,1947,Office,Office,84496,84496,26,101.2,101.2,302.6,302.6,943,11.2,0.6,2326999.8,6106.75206,38.8654159,-76.98968531
PM3989907,0216_0035,Neon 23,2016,In Compliance,1023 15TH ST NW,NEON 23 LLC,2,WASHINGTON,DC,20005,1985,Office,Office,66909,51153,18,96.5,98.4,302.9,308.9,566,11.1,870.9,1446435.8,NA,38.90340565,-77.03429972
PM23232,0166_0041,1717 Penn Ave,2016,In Compliance,1717 PENNSYLVANIA AVE NW,1717 PENNSYLVANIA AVENUE LLC,2,WASHINGTON,DC,20006,1960,Office,Office,255671,200430,44,97.1,98,304.8,307.8,2231.4,11.1,3483.7,5702738.6,NA,38.8994702,-77.04039343
